Zip,City,State,Region,District,Country
61543,"Liverpool, IL, USA",IL,Central,District #29,USA
61544,"London Mills, IL, USA",IL,Central,District #29,USA
61545,"Lowpoint, IL, USA",IL,Central,District #29,USA
61546,"Manito, IL, USA",IL,Central,District #29,USA
61547,"Mapleton, IL, USA",IL,Central,District #29,USA
61548,"Metamora, IL, USA",IL,Central,District #29,USA
61550,"Morton, IL, USA",IL,Central,District #29,USA
61552,"Mossville, IL, USA",IL,Central,District #29,USA
61553,"Norris, IL, USA",IL,Central,District #29,USA
61554,"Pekin, IL, USA",IL,Central,District #29,USA
61555,"Pekin, IL, USA",IL,Central,District #29,USA
61558,"Pekin, IL, USA",IL,Central,District #29,USA
61559,"Princeville, IL, USA",IL,Central,District #29,USA
61560,"Putnam, IL, USA",IL,Central,District #27,USA
61561,"Roanoke, IL, USA",IL,Central,District #29,USA
61562,"Rome, IL, USA",IL,Central,District #29,USA
61563,"Saint David, IL, USA",IL,Central,District #29,USA
61564,"South Pekin, IL, USA",IL,Central,District #29,USA
61565,"Sparland, IL, USA",IL,Central,District #29,USA
61567,"Topeka, IL, USA",IL,Central,District #29,USA
61568,"Tremont, IL, USA",IL,Central,District #29,USA
61569,"Trivoli, IL, USA",IL,Central,District #29,USA
61570,"Washburn, IL, USA",IL,Central,District #29,USA
61571,"Washington, IL, USA",IL,Central,District #29,USA
61572,"Yates City, IL, USA",IL,Central,District #29,USA
61601,"Peoria, IL, USA",IL,Central,District #29,USA
61602,"Peoria, IL, USA",IL,Central,District #29,USA
61603,"Peoria, IL, USA",IL,Central,District #29,USA
61604,"Peoria, IL, USA",IL,Central,District #29,USA
61605,"Peoria, IL, USA",IL,Central,District #29,USA
61606,"Peoria, IL, USA",IL,Central,District #29,USA
61607,"Peoria, IL, USA",IL,Central,District #29,USA
61610,"Creve Coeur, IL, USA",IL,Central,District #29,USA
61611,"East Peoria, IL, USA",IL,Central,District #29,USA
61612,"Peoria, IL, USA",IL,Central,District #29,USA
61613,"Peoria, IL, USA",IL,Central,District #29,USA
61614,"Peoria, IL, USA",IL,Central,District #29,USA
61615,"Peoria, IL, USA",IL,Central,District #29,USA
61616,"Peoria Heights, IL, USA",IL,Central,District #29,USA
61625,"Peoria, IL, USA",IL,Central,District #29,USA
61629,"Peoria, IL, USA",IL,Central,District #29,USA
61630,"Peoria, IL, USA",IL,Central,District #29,USA
61633,"Peoria, IL, USA",IL,Central,District #29,USA
61634,"Peoria, IL, USA",IL,Central,District #29,USA
61635,"East Peoria, IL, USA",IL,Central,District #29,USA
61636,"Peoria, IL, USA",IL,Central,District #29,USA
61637,"Peoria, IL, USA",IL,Central,District #29,USA
61638,"Peoria, IL, USA",IL,Central,District #29,USA
61639,"Peoria, IL, USA",IL,Central,District #29,USA
61641,"Peoria, IL, USA",IL,Central,District #29,USA
61643,"Peoria, IL, USA",IL,Central,District #29,USA
61650,"Peoria, IL, USA",IL,Central,District #29,USA
61651,"Peoria, IL, USA",IL,Central,District #29,USA
61652,"Peoria, IL, USA",IL,Central,District #29,USA
61653,"Peoria, IL, USA",IL,Central,District #29,USA
61654,"Peoria, IL, USA",IL,Central,District #29,USA
61655,"Peoria, IL, USA",IL,Central,District #29,USA
61656,"Peoria, IL, USA",IL,Central,District #29,USA
61701,"Bloomington, IL, USA",IL,Central,District #29,USA
61702,"Bloomington, IL, USA",IL,Central,District #29,USA
61704,"Bloomington, IL, USA",IL,Central,District #29,USA
61705,"Bloomington, IL, USA",IL,Central,District #29,USA
61709,"Bloomington, IL, USA",IL,Central,District #29,USA
61710,"Bloomington, IL, USA",IL,Central,District #29,USA
61720,"Anchor, IL, USA",IL,Central,District #29,USA
61721,"Armington, IL, USA",IL,Central,District #29,USA
61722,"Arrowsmith, IL, USA",IL,Central,District #29,USA
61723,"Atlanta, IL, USA",IL,Central,District #29,USA
61724,"Bellflower, IL, USA",IL,Central,District #29,USA
61725,"Carlock, IL, USA",IL,Central,District #29,USA
61726,"Chenoa, IL, USA",IL,Central,District #29,USA
61727,"Clinton, IL, USA",IL,Central,District #29,USA
61728,"Colfax, IL, USA",IL,Central,District #29,USA
61729,"Congerville, IL, USA",IL,Central,District #29,USA
61730,"Cooksville, IL, USA",IL,Central,District #29,USA
61731,"Cropsey, IL, USA",IL,Central,District #29,USA
61732,"Danvers, IL, USA",IL,Central,District #29,USA
61733,"Deer Creek, IL, USA",IL,Central,District #29,USA
61734,"Delavan, IL, USA",IL,Central,District #29,USA
61735,"Dewitt, IL, USA",IL,Central,District #29,USA
61736,"Downs, IL, USA",IL,Central,District #29,USA
61737,"Ellsworth, IL, USA",IL,Central,District #29,USA
61738,"El Paso, IL, USA",IL,Central,District #29,USA
61739,"Fairbury, IL, USA",IL,Central,District #29,USA
61740,"Flanagan, IL, USA",IL,Central,District #29,USA
61741,"Forrest, IL, USA",IL,Central,District #29,USA
61742,"Goodfield, IL, USA",IL,Central,District #29,USA
61743,"Graymont, IL, USA",IL,Central,District #29,USA
61744,"Gridley, IL, USA",IL,Central,District #29,USA
61745,"Heyworth, IL, USA",IL,Central,District #29,USA
61747,"Hopedale, IL, USA",IL,Central,District #29,USA
61748,"Hudson, IL, USA",IL,Central,District #29,USA
61749,"Kenney, IL, USA",IL,Central,District #29,USA
61750,"Lane, IL, USA",IL,Central,District #29,USA
61751,"Lawndale, IL, USA",IL,Central,District #29,USA
61752,"Le Roy, IL, USA",IL,Central,District #29,USA
61753,"Lexington, IL, USA",IL,Central,District #29,USA
61754,"Mc Lean, IL, USA",IL,Central,District #29,USA
61755,"Mackinaw, IL, USA",IL,Central,District #29,USA
61756,"Maroa, IL, USA",IL,Central,District #29,USA
61758,"Merna, IL, USA",IL,Central,District #29,USA
61759,"Minier, IL, USA",IL,Central,District #29,USA
61760,"Minonk, IL, USA",IL,Central,District #29,USA
61761,"Normal, IL, USA",IL,Central,District #29,USA
61764,"Pontiac, IL, USA",IL,Central,District #29,USA
61769,"Saunemin, IL, USA",IL,Central,District #29,USA
61770,"Saybrook, IL, USA",IL,Central,District #29,USA
61771,"Secor, IL, USA",IL,Central,District #29,USA
61772,"Shirley, IL, USA",IL,Central,District #29,USA
61773,"Sibley, IL, USA",IL,East,District #17,USA
61774,"Stanford, IL, USA",IL,Central,District #29,USA
61775,"Strawn, IL, USA",IL,Central,District #29,USA
61776,"Towanda, IL, USA",IL,Central,District #29,USA
61777,"Wapella, IL, USA",IL,Central,District #29,USA
61778,"Waynesville, IL, USA",IL,Central,District #29,USA
61790,"Normal, IL, USA",IL,Central,District #29,USA
61791,"Bloomington, IL, USA",IL,Central,District #29,USA
61799,"Bloomington, IL, USA",IL,Central,District #29,USA
61801,"Urbana, IL, USA",IL,East,District #17,USA
61802,"Urbana, IL, USA",IL,East,District #17,USA
61803,"Urbana, IL, USA",IL,East,District #17,USA
61810,"Allerton, IL, USA",IL,East,District #17,USA
61811,"Alvin, IL, USA",IL,East,District #17,USA
61812,"Armstrong, IL, USA",IL,East,District #17,USA
61813,"Bement, IL, USA",IL,Central,District #29,USA
61814,"Bismarck, IL, USA",IL,East,District #17,USA
61815,"Bondville, IL, USA",IL,East,District #17,USA
61816,"Broadlands, IL, USA",IL,East,District #17,USA
61817,"Catlin, IL, USA",IL,East,District #17,USA
61818,"Cerro Gordo, IL, USA",IL,Central,District #29,USA
61820,"Champaign, IL, USA",IL,East,District #17,USA
61821,"Champaign, IL, USA",IL,East,District #17,USA
61822,"Champaign, IL, USA",IL,East,District #17,USA
61824,"Champaign, IL, USA",IL,East,District #17,USA
61825,"Champaign, IL, USA",IL,East,District #17,USA
61826,"Champaign, IL, USA",IL,East,District #17,USA
61830,"Cisco, IL, USA",IL,Central,District #29,USA
61831,"Collison, IL, USA",IL,East,District #17,USA
61832,"Danville, IL, USA",IL,East,District #17,USA
61833,"Tilton, IL, USA",IL,East,District #17,USA
61834,"Danville, IL, USA",IL,East,District #17,USA
61839,"De Land, IL, USA",IL,East,District #17,USA
61840,"Dewey, IL, USA",IL,East,District #17,USA
61841,"Fairmount, IL, USA",IL,East,District #17,USA
61842,"Farmer City, IL, USA",IL,Central,District #29,USA
61843,"Fisher, IL, USA",IL,East,District #17,USA
61844,"Fithian, IL, USA",IL,East,District #17,USA
61845,"Foosland, IL, USA",IL,East,District #17,USA
61846,"Georgetown, IL, USA",IL,East,District #17,USA
61847,"Gifford, IL, USA",IL,East,District #17,USA
61848,"Henning, IL, USA",IL,East,District #17,USA
61849,"Homer, IL, USA",IL,East,District #17,USA
61850,"Indianola, IL, USA",IL,East,District #17,USA
61851,"Ivesdale, IL, USA",IL,East,District #17,USA
61852,"Longview, IL, USA",IL,East,District #17,USA
61853,"Mahomet, IL, USA",IL,East,District #17,USA
61854,"Mansfield, IL, USA",IL,East,District #17,USA
61855,"Milmine, IL, USA",IL,Central,District #29,USA
61856,"Monticello, IL, USA",IL,East,District #17,USA
61857,"Muncie, IL, USA",IL,East,District #17,USA
61858,"Oakwood, IL, USA",IL,East,District #17,USA
61859,"Ogden, IL, USA",IL,East,District #17,USA
61862,"Penfield, IL, USA",IL,East,District #17,USA
61863,"Pesotum, IL, USA",IL,East,District #17,USA
61864,"Philo, IL, USA",IL,East,District #17,USA
61865,"Potomac, IL, USA",IL,East,District #17,USA
61866,"Rantoul, IL, USA",IL,East,District #17,USA
61870,"Ridge Farm, IL, USA",IL,East,District #17,USA
61871,"Royal, IL, USA",IL,East,District #17,USA
61872,"Sadorus, IL, USA",IL,East,District #17,USA
61873,"Saint Joseph, IL, USA",IL,East,District #17,USA
61874,"Savoy, IL, USA",IL,East,District #17,USA
61875,"Seymour, IL, USA",IL,East,District #17,USA
61876,"Sidell, IL, USA",IL,East,District #17,USA
61877,"Sidney, IL, USA",IL,East,District #17,USA
61878,"Thomasboro, IL, USA",IL,East,District #17,USA
61880,"Tolono, IL, USA",IL,East,District #17,USA
61882,"Weldon, IL, USA",IL,Central,District #29,USA
61883,"Westville, IL, USA",IL,East,District #17,USA
61884,"White Heath, IL, USA",IL,East,District #17,USA
61910,"Arcola, IL, USA",IL,East,District #17,USA
61911,"Arthur, IL, USA",IL,Central,District #29,USA
61912,"Ashmore, IL, USA",IL,East,District #17,USA
61913,"Atwood, IL, USA",IL,East,District #17,USA
61914,"Bethany, IL, USA",IL,Central,District #29,USA
61917,"Brocton, IL, USA",IL,East,District #17,USA
61919,"Camargo, IL, USA",IL,East,District #17,USA
61920,"Charleston, IL, USA",IL,East,District #17,USA
61924,"Chrisman, IL, USA",IL,East,District #17,USA
61925,"Dalton City, IL, USA",IL,Central,District #29,USA
61928,"Gays, IL, USA",IL,East,District #17,USA
61929,"Hammond, IL, USA",IL,Central,District #29,USA
61930,"Hindsboro, IL, USA",IL,East,District #17,USA
61931,"Humboldt, IL, USA",IL,East,District #17,USA
61932,"Hume, IL, USA",IL,East,District #17,USA
61933,"Kansas, IL, USA",IL,East,District #17,USA
61936,"La Place, IL, USA",IL,Central,District #29,USA
61937,"Lovington, IL, USA",IL,Central,District #29,USA
61938,"Mattoon, IL, USA",IL,East,District #17,USA
61940,"Metcalf, IL, USA",IL,East,District #17,USA
61941,"Murdock, IL, USA",IL,East,District #17,USA
61942,"Newman, IL, USA",IL,East,District #17,USA
61943,"Oakland, IL, USA",IL,East,District #17,USA
61944,"Paris, IL, USA",IL,East,District #17,USA
61949,"Redmon, IL, USA",IL,East,District #17,USA
61951,"Sullivan, IL, USA",IL,Central,District #29,USA
61953,"Tuscola, IL, USA",IL,East,District #17,USA
61955,"Vermilion, IL, USA",IL,East,District #17,USA
61956,"Villa Grove, IL, USA",IL,East,District #17,USA
61957,"Windsor, IL, USA",IL,East,District #17,USA
62001,"Alhambra, IL, USA",IL,Central,District #29,USA
62002,"Alton, IL, USA",IL,Central,District #29,USA
62006,"Batchtown, IL, USA",IL,Central,District #29,USA
62009,"Benld, IL, USA",IL,Central,District #29,USA
62010,"Bethalto, IL, USA",IL,Central,District #29,USA
62011,"Bingham, IL, USA",IL,East,District #17,USA
62012,"Brighton, IL, USA",IL,Central,District #29,USA
62013,"Brussels, IL, USA",IL,Central,District #29,USA
62014,"Bunker Hill, IL, USA",IL,Central,District #29,USA
62015,"Butler, IL, USA",IL,Central,District #29,USA
62016,"Carrollton, IL, USA",IL,Central,District #29,USA
62017,"Coffeen, IL, USA",IL,Central,District #29,USA
62018,"Cottage Hills, IL, USA",IL,Central,District #29,USA
62019,"Donnellson, IL, USA",IL,Central,District #29,USA
62021,"Dorsey, IL, USA",IL,Central,District #29,USA
62022,"Dow, IL, USA",IL,Central,District #29,USA
62023,"Eagarville, IL, USA",IL,Central,District #29,USA
62024,"East Alton, IL, USA",IL,Central,District #29,USA
62025,"Edwardsville, IL, USA",IL,Central,District #29,USA
62026,"Edwardsville, IL, USA",IL,Central,District #29,USA
62027,"Eldred, IL, USA",IL,Central,District #29,USA
62028,"Elsah, IL, USA",IL,Central,District #29,USA
62030,"Fidelity, IL, USA",IL,Central,District #29,USA
62031,"Fieldon, IL, USA",IL,Central,District #29,USA
62032,"Fillmore, IL, USA",IL,Central,District #29,USA
62033,"Gillespie, IL, USA",IL,Central,District #29,USA
62034,"Glen Carbon, IL, USA",IL,Central,District #29,USA
62035,"Godfrey, IL, USA",IL,Central,District #29,USA
62036,"Golden Eagle, IL, USA",IL,Central,District #29,USA
62037,"Grafton, IL, USA",IL,Central,District #29,USA
62040,"Granite City, IL, USA",IL,Central,District #29,USA
62044,"Greenfield, IL, USA",IL,Central,District #29,USA
62045,"Hamburg, IL, USA",IL,Central,District #29,USA
62046,"Hamel, IL, USA",IL,Central,District #29,USA
62047,"Hardin, IL, USA",IL,Central,District #29,USA
62048,"Hartford, IL, USA",IL,Central,District #29,USA
62049,"Hillsboro, IL, USA",IL,Central,District #29,USA
62050,"Hillview, IL, USA",IL,Central,District #29,USA
62051,"Irving, IL, USA",IL,Central,District #29,USA
62052,"Jerseyville, IL, USA",IL,Central,District #29,USA
62053,"Kampsville, IL, USA",IL,Central,District #29,USA
62054,"Kane, IL, USA",IL,Central,District #29,USA
62056,"Litchfield, IL, USA",IL,Central,District #29,USA
62058,"Livingston, IL, USA",IL,Central,District #29,USA
62059,"Lovejoy, IL, USA",IL,Central,District #29,USA
62060,"Madison, IL, USA",IL,Central,District #29,USA
62061,"Marine, IL, USA",IL,Central,District #29,USA
62062,"Maryville, IL, USA",IL,Central,District #29,USA
62063,"Medora, IL, USA",IL,Central,District #29,USA
62065,"Michael, IL, USA",IL,Central,District #29,USA
62067,"Moro, IL, USA",IL,Central,District #29,USA
62069,"Mount Olive, IL, USA",IL,Central,District #29,USA
62070,"Mozier, IL, USA",IL,Central,District #29,USA
62071,"National Stock Yards, IL, USA",IL,Central,District #29,USA
62074,"New Douglas, IL, USA",IL,Central,District #29,USA
62075,"Nokomis, IL, USA",IL,Central,District #29,USA
62076,"Ohlman, IL, USA",IL,Central,District #29,USA
62077,"Panama, IL, USA",IL,Central,District #29,USA
62078,"Patterson, IL, USA",IL,Central,District #29,USA
62079,"Piasa, IL, USA",IL,Central,District #29,USA
62080,"Ramsey, IL, USA",IL,East,District #17,USA
62081,"Rockbridge, IL, USA",IL,Central,District #29,USA
62082,"Roodhouse, IL, USA",IL,Central,District #29,USA
62083,"Rosamond, IL, USA",IL,Central,District #29,USA
62084,"Roxana, IL, USA",IL,Central,District #29,USA
62085,"Sawyerville, IL, USA",IL,Central,District #29,USA
62086,"Sorento, IL, USA",IL,Central,District #29,USA
62087,"South Roxana, IL, USA",IL,Central,District #29,USA
62088,"Staunton, IL, USA",IL,Central,District #29,USA
62089,"Taylor Springs, IL, USA",IL,Central,District #29,USA
62090,"Venice, IL, USA",IL,Central,District #29,USA
62091,"Walshville, IL, USA",IL,Central,District #29,USA
62092,"White Hall, IL, USA",IL,Central,District #29,USA
62093,"Wilsonville, IL, USA",IL,Central,District #29,USA
62094,"Witt, IL, USA",IL,Central,District #29,USA
62095,"Wood River, IL, USA",IL,Central,District #29,USA
62097,"Worden, IL, USA",IL,Central,District #29,USA
62098,"Wrights, IL, USA",IL,Central,District #29,USA
62201,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62202,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62203,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62204,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62205,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62206,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62207,"East Saint Louis, IL, USA",IL,Central,District #29,USA
62208,"Fairview Heights, IL, USA",IL,Central,District #29,USA
62214,"Addieville, IL, USA",IL,Central,District #29,USA
62215,"Albers, IL, USA",IL,Central,District #29,USA
62216,"Aviston, IL, USA",IL,Central,District #29,USA
62217,"Baldwin, IL, USA",IL,Central,District #29,USA
62218,"Bartelso, IL, USA",IL,Central,District #29,USA
62219,"Beckemeyer, IL, USA",IL,Central,District #29,USA
62220,"Belleville, IL, USA",IL,Central,District #29,USA
62221,"Belleville, IL, USA",IL,Central,District #29,USA
62222,"Belleville, IL, USA",IL,Central,District #29,USA
62223,"Belleville, IL, USA",IL,Central,District #29,USA
62225,"Scott Air Force Base, IL, USA",IL,Central,District #29,USA
62226,"Belleville, IL, USA",IL,Central,District #29,USA
62230,"Breese, IL, USA",IL,Central,District #29,USA
62231,"Carlyle, IL, USA",IL,Central,District #29,USA
62232,"Caseyville, IL, USA",IL,Central,District #29,USA
62233,"Chester, IL, USA",IL,Central,District #29,USA
62234,"Collinsville, IL, USA",IL,Central,District #29,USA
62236,"Columbia, IL, USA",IL,Central,District #29,USA
62237,"Coulterville, IL, USA",IL,Central,District #29,USA
62238,"Cutler, IL, USA",IL,Central,District #25,USA
62239,"Dupo, IL, USA",IL,Central,District #29,USA
62240,"East Carondelet, IL, USA",IL,Central,District #29,USA
62241,"Ellis Grove, IL, USA",IL,Central,District #29,USA
62242,"Evansville, IL, USA",IL,Central,District #29,USA
62243,"Freeburg, IL, USA",IL,Central,District #29,USA
62244,"Fults, IL, USA",IL,Central,District #29,USA
62245,"Germantown, IL, USA",IL,Central,District #29,USA
62246,"Greenville, IL, USA",IL,Central,District #29,USA
62247,"Hagarstown, IL, USA",IL,East,District #17,USA
62248,"Hecker, IL, USA",IL,Central,District #29,USA
62249,"Highland, IL, USA",IL,Central,District #29,USA
62250,"Hoffman, IL, USA",IL,Central,District #25,USA
62252,"Huey, IL, USA",IL,Central,District #29,USA
62253,"Keyesport, IL, USA",IL,Central,District #29,USA
62254,"Lebanon, IL, USA",IL,Central,District #29,USA
62255,"Lenzburg, IL, USA",IL,Central,District #29,USA
62256,"Maeystown, IL, USA",IL,Central,District #29,USA
62257,"Marissa, IL, USA",IL,Central,District #29,USA
62258,"Mascoutah, IL, USA",IL,Central,District #29,USA
62259,"Menard, IL, USA",IL,Central,District #29,USA
62260,"Millstadt, IL, USA",IL,Central,District #29,USA
62261,"Modoc, IL, USA",IL,Central,District #29,USA
62262,"Mulberry Grove, IL, USA",IL,East,District #17,USA
62263,"Nashville, IL, USA",IL,Central,District #25,USA
62264,"New Athens, IL, USA",IL,Central,District #29,USA
62265,"New Baden, IL, USA",IL,Central,District #29,USA
62266,"New Memphis, IL, USA",IL,Central,District #29,USA
62268,"Oakdale, IL, USA",IL,Central,District #29,USA
62269,"O Fallon, IL, USA",IL,Central,District #29,USA
62271,"Okawville, IL, USA",IL,Central,District #29,USA
62272,"Percy, IL, USA",IL,Central,District #25,USA
62273,"Pierron, IL, USA",IL,Central,District #29,USA
62274,"Pinckneyville, IL, USA",IL,Central,District #25,USA
62275,"Pocahontas, IL, USA",IL,Central,District #29,USA
62277,"Prairie Du Rocher, IL, USA",IL,Central,District #29,USA
62278,"Red Bud, IL, USA",IL,Central,District #29,USA
62279,"Renault, IL, USA",IL,Central,District #29,USA
62280,"Rockwood, IL, USA",IL,Central,District #25,USA
62281,"Saint Jacob, IL, USA",IL,Central,District #29,USA
62282,"Saint Libory, IL, USA",IL,Central,District #29,USA
62284,"Smithboro, IL, USA",IL,Central,District #29,USA
62285,"Smithton, IL, USA",IL,Central,District #29,USA
62286,"Sparta, IL, USA",IL,Central,District #29,USA
62288,"Steeleville, IL, USA",IL,Central,District #29,USA
62289,"Summerfield, IL, USA",IL,Central,District #29,USA
62292,"Tilden, IL, USA",IL,Central,District #29,USA
62293,"Trenton, IL, USA",IL,Central,District #29,USA
62294,"Troy, IL, USA",IL,Central,District #29,USA
62295,"Valmeyer, IL, USA",IL,Central,District #29,USA
62297,"Walsh, IL, USA",IL,Central,District #29,USA
62298,"Waterloo, IL, USA",IL,Central,District #29,USA
62301,"Quincy, IL, USA",IL,Central,District #29,USA
62305,"Quincy, IL, USA",IL,Central,District #29,USA
62306,"Quincy, IL, USA",IL,Central,District #29,USA
62311,"Augusta, IL, USA",IL,Central,District #29,USA
62312,"Barry, IL, USA",IL,Central,District #29,USA
62313,"Basco, IL, USA",IL,Central,District #29,USA
62314,"Baylis, IL, USA",IL,Central,District #29,USA
62316,"Bowen, IL, USA",IL,Central,District #29,USA
62319,"Camden, IL, USA",IL,Central,District #29,USA
62320,"Camp Point, IL, USA",IL,Central,District #29,USA
62321,"Carthage, IL, USA",IL,Central,District #29,USA
62323,"Chambersburg, IL, USA",IL,Central,District #29,USA
62324,"Clayton, IL, USA",IL,Central,District #29,USA
62325,"Coatsburg, IL, USA",IL,Central,District #29,USA
62326,"Colchester, IL, USA",IL,Central,District #29,USA
62329,"Colusa, IL, USA",IL,Central,District #29,USA
62330,"Dallas City, IL, USA",IL,Central,District #29,USA
62334,"Elvaston, IL, USA",IL,Central,District #29,USA
62336,"Ferris, IL, USA",IL,Central,District #29,USA
62338,"Fowler, IL, USA",IL,Central,District #29,USA
62339,"Golden, IL, USA",IL,Central,District #29,USA
62340,"Griggsville, IL, USA",IL,Central,District #29,USA
62341,"Hamilton, IL, USA",IL,Central,District #29,USA
62343,"Hull, IL, USA",IL,Central,District #29,USA
62344,"Huntsville, IL, USA",IL,Central,District #29,USA
62345,"Kinderhook, IL, USA",IL,Central,District #29,USA
62346,"La Prairie, IL, USA",IL,Central,District #29,USA
62347,"Liberty, IL, USA",IL,Central,District #29,USA
62348,"Lima, IL, USA",IL,Central,District #29,USA
62349,"Loraine, IL, USA",IL,Central,District #29,USA
62351,"Mendon, IL, USA",IL,Central,District #29,USA
62352,"Milton, IL, USA",IL,Central,District #29,USA
62353,"Mount Sterling, IL, USA",IL,Central,District #29,USA
62354,"Nauvoo, IL, USA",IL,Central,District #29,USA
62355,"Nebo, IL, USA",IL,Central,District #29,USA
62356,"New Canton, IL, USA",IL,Central,District #29,USA
62357,"New Salem, IL, USA",IL,Central,District #29,USA
62358,"Niota, IL, USA",IL,Central,District #29,USA
62359,"Paloma, IL, USA",IL,Central,District #29,USA
62360,"Payson, IL, USA",IL,Central,District #29,USA
62361,"Pearl, IL, USA",IL,Central,District #29,USA
62362,"Perry, IL, USA",IL,Central,District #29,USA
62363,"Pittsfield, IL, USA",IL,Central,District #29,USA
62365,"Plainville, IL, USA",IL,Central,District #29,USA
62366,"Pleasant Hill, IL, USA",IL,Central,District #29,USA
62367,"Plymouth, IL, USA",IL,Central,District #29,USA
62370,"Rockport, IL, USA",IL,Central,District #29,USA
62373,"Sutter, IL, USA",IL,Central,District #29,USA
62374,"Tennessee, IL, USA",IL,Central,District #29,USA
62375,"Timewell, IL, USA",IL,Central,District #29,USA
62376,"Ursa, IL, USA",IL,Central,District #29,USA
62378,"Versailles, IL, USA",IL,Central,District #29,USA
62379,"Warsaw, IL, USA",IL,Central,District #29,USA
62380,"West Point, IL, USA",IL,Central,District #29,USA
62401,"Effingham, IL, USA",IL,East,District #17,USA
62410,"Allendale, IL, USA",IL,Central,District #25,USA
62411,"Altamont, IL, USA",IL,East,District #17,USA
62413,"Annapolis, IL, USA",IL,East,District #17,USA
62414,"Beecher City, IL, USA",IL,East,District #17,USA
62417,"Bridgeport, IL, USA",IL,East,District #17,USA
62418,"Brownstown, IL, USA",IL,East,District #17,USA
62419,"Calhoun, IL, USA",IL,East,District #17,USA
62420,"Casey, IL, USA",IL,East,District #17,USA
62421,"Claremont, IL, USA",IL,East,District #17,USA
62422,"Cowden, IL, USA",IL,East,District #17,USA
62423,"Dennison, IL, USA",IL,East,District #17,USA
62424,"Dieterich, IL, USA",IL,East,District #17,USA
62425,"Dundas, IL, USA",IL,East,District #17,USA
62426,"Edgewood, IL, USA",IL,East,District #17,USA
62427,"Flat Rock, IL, USA",IL,East,District #17,USA
62428,"Greenup, IL, USA",IL,East,District #17,USA
62431,"Herrick, IL, USA",IL,East,District #17,USA
62432,"Hidalgo, IL, USA",IL,East,District #17,USA
62433,"Hutsonville, IL, USA",IL,East,District #17,USA
62434,"Ingraham, IL, USA",IL,East,District #17,USA
62435,"Janesville, IL, USA",IL,East,District #17,USA
62436,"Jewett, IL, USA",IL,East,District #17,USA
62438,"Lakewood, IL, USA",IL,East,District #17,USA
62439,"Lawrenceville, IL, USA",IL,East,District #17,USA
62440,"Lerna, IL, USA",IL,East,District #17,USA
62441,"Marshall, IL, USA",IL,East,District #17,USA
62442,"Martinsville, IL, USA",IL,East,District #17,USA
62443,"Mason, IL, USA",IL,East,District #17,USA
62444,"Mode, IL, USA",IL,East,District #17,USA
62445,"Montrose, IL, USA",IL,East,District #17,USA
62446,"Mount Erie, IL, USA",IL,Central,District #25,USA
62447,"Neoga, IL, USA",IL,East,District #17,USA
62448,"Newton, IL, USA",IL,East,District #17,USA
62449,"Oblong, IL, USA",IL,East,District #17,USA
62450,"Olney, IL, USA",IL,East,District #17,USA
62451,"Palestine, IL, USA",IL,East,District #17,USA
62452,"Parkersburg, IL, USA",IL,East,District #17,USA
62454,"Robinson, IL, USA",IL,East,District #17,USA
62458,"Saint Elmo, IL, USA",IL,East,District #17,USA
62459,"Sainte Marie, IL, USA",IL,East,District #17,USA
62460,"Saint Francisville, IL, USA",IL,Central,District #25,USA
62461,"Shumway, IL, USA",IL,East,District #17,USA
62462,"Sigel, IL, USA",IL,East,District #17,USA
62463,"Stewardson, IL, USA",IL,East,District #17,USA
62464,"Stoy, IL, USA",IL,East,District #17,USA
62465,"Strasburg, IL, USA",IL,East,District #17,USA
62466,"Sumner, IL, USA",IL,East,District #17,USA
62467,"Teutopolis, IL, USA",IL,East,District #17,USA
62468,"Toledo, IL, USA",IL,East,District #17,USA
62469,"Trilla, IL, USA",IL,East,District #17,USA
62471,"Vandalia, IL, USA",IL,East,District #17,USA
62473,"Watson, IL, USA",IL,East,District #17,USA
62474,"Westfield, IL, USA",IL,East,District #17,USA
62475,"West Liberty, IL, USA",IL,East,District #17,USA
62476,"West Salem, IL, USA",IL,Central,District #25,USA
62477,"West Union, IL, USA",IL,East,District #17,USA
62478,"West York, IL, USA",IL,East,District #17,USA
62479,"Wheeler, IL, USA",IL,East,District #17,USA
62480,"Willow Hill, IL, USA",IL,East,District #17,USA
62481,"Yale, IL, USA",IL,East,District #17,USA
62501,"Argenta, IL, USA",IL,Central,District #29,USA
62510,"Assumption, IL, USA",IL,Central,District #29,USA
62512,"Beason, IL, USA",IL,Central,District #29,USA
62513,"Blue Mound, IL, USA",IL,Central,District #29,USA
62514,"Boody, IL, USA",IL,Central,District #29,USA
62515,"Buffalo, IL, USA",IL,Central,District #29,USA
62517,"Bulpitt, IL, USA",IL,Central,District #29,USA
62518,"Chestnut, IL, USA",IL,Central,District #29,USA
62519,"Cornland, IL, USA",IL,Central,District #29,USA
62520,"Dawson, IL, USA",IL,Central,District #29,USA
62521,"Decatur, IL, USA",IL,Central,District #29,USA
62522,"Decatur, IL, USA",IL,Central,District #29,USA
62523,"Decatur, IL, USA",IL,Central,District #29,USA
62524,"Decatur, IL, USA",IL,Central,District #29,USA
